,Commit message,Class
2725,add miss javadoc move getprocessor method back super class add constructor initialize ioprocessor member minor refactoring git svn id http svn apache org repos asf mina trunk f bb ffa edef,pull up
2726,move getentries abstractvector git svn id http svn apache org repos asf incubator hama trunk f bb ffa edef,pull up
2727,first refactor tal support,pull up
2728,wcet refactor supergraph,pull up
2729,refactor use interface core model easy gwt replacement,pull up
2730,new jdeeco core implementation todo test runtime deploy jpf runtimejpf discretescheduler knowledgerepository knowledgemanager refactoring,pull up
2731,support load schema dataset base cql remove dependency hector cql relate class,pull up
2732,remove interface seam component pnly use interface actually bring something useful boilerplate code,pull up
2733,refactored note bind test well support near future geometry bind test,pull up
2734,refactoring cyclicbuffertracker appenderbuffertracker generic componenttracker,pull up
2735,preparation new biomemode new biome mode soon add simulate old pre biomegroup behaviour little bit refactoring useful avoid code duplication abstract layeredbiomegenerator class add normalbiomegenerator fromimagebiomegenerator inherit biomemode fromimage longer handle special case biome code layer creation code moded new class layerfactory,pull up
2736,feat support execute statement via simple q command execute query simple mode queryexecutor query execute simple flag use alternatively preferquerymode use control desired execution mode preferquerymode follow value extend default send query extend parse bind exec simple send query simple q extendedforprepared send prepared statement extend non prepared statement q note simple execution mode support binary format support statement metadata etc change support timestamp timestamptz date time timetz point box uuid type simple execution mode close close,pull up
2737,face add general utility liferay face alloy component refactored regenerated component add module attribute yui component face develop alloy button alloy commandbutton alloy icon component refactored regenerated alloy button alloy commandbutton alloy icon component face develop alloy field component regenerate alloy field face develop alloy fieldset component refactored regenerated alloy fieldset face develop alloy row alloy column component regenerate alloy row alloy column face develop alloy datatable alloy panelgrid component regenerate alloy panelgrid face develop alloy message alloy message component regenerate alloy message alloy message,pull up
2738,try clean code trim unneeded code,pull up
2739,small refactoring exclude code duplication within report provider,pull up
2740,casc commit move new repository can not release yet miss contributor license agreement,pull up
2741,refactored test driver,pull up
2742,refactor security client,pull up
2743,big refactoring change deal shape svgelements shapeelements fix transform path shape respect bug removeselectedelement menu work,pull up
2744,update add message queue listener servicemonitor detect run service undeployed undeploy previously start servicepoller stop additionally update refactors duplicate code across serviceadvice test git svn id http svn duraspace org duracloud trunk ed cd f c b fe bcb,pull up
2745,change make client level refactoring lucene search relate bug fix,pull up
2746,refactor code,pull up
2747,face develop alloy outputtext component tag extend generate base class consistency,pull up
2748,updated conform ioos milestone schema remove hardcoded string throughout code,pull up
2749,new parent class abstractcontentdigesthistory implementation extend abstractcontentdigesthistory java abstract method load store non abstract persistkeyfor javadocs bdbcontentdigesthistory java extend abstractcontentdigesthistory contentdigesthistoryloader java contentdigesthistorystorer java use abstractcontentdigesthistory,pull up
2750,refactoring entity code preparation minecart hook,pull up
